timestamp;nh3;co;no2;dust;uv;temp;press;hum;alt;ws;wd;
0;1020;1019;1020;43;1023;26.26;1021.89;-71.71;25.52;4.00;642;
1;1019;1022;1023;848;1023;26.42;1021.89;-71.67;22.61;10.89;442;
2;1023;1023;1023;849;1023;26.48;1021.93;-72.00;22.02;10.67;686;
3;1022;1023;1023;846;1023;26.32;1021.88;-71.58;20.65;3.11;94;
4;1020;1023;1023;847;1023;26.36;1021.84;-71.24;20.18;3.33;443;
5;1019;1014;1018;844;1023;26.47;1021.86;-71.42;19.93;18.67;641;
6;1021;1020;1023;849;1023;26.53;1021.88;-71.59;19.93;12.89;686;
7;1023;1023;1023;845;1023;26.61;1021.87;-71.50;20.20;8.89;687;
8;1023;1019;1023;849;1023;26.73;1021.88;-71.64;20.59;6.44;639;
9;1023;1021;1023;849;1023;26.80;1021.87;-71.56;21.02;6.44;684;
10;1020;1023;1023;849;1023;26.87;1021.87;-71.48;20.88;6.00;685;
11;1020;1020;1022;849;1023;26.92;1021.87;-71.53;21.11;4.89;685;
12;1023;1023;1021;849;1023;26.99;1021.86;-71.44;21.33;3.56;686;
13;1020;1023;1022;845;1023;27.08;1021.84;-71.31;21.21;5.11;640;
14;1023;1023;1023;849;1023;27.14;1021.82;-71.10;21.51;7.56;685;
15;1020;1020;1022;849;1023;27.21;1021.84;-71.25;21.10;7.56;686;
16;1019;1019;1023;848;1023;27.28;1021.83;-71.18;21.36;8.00;641;
17;1023;1023;1023;848;1023;27.33;1021.84;-71.24;21.11;10.67;685;
18;1023;1023;1023;846;1023;27.38;1021.83;-71.18;21.00;16.00;641;
19;1022;1023;1023;849;1023;27.43;1021.85;-71.33;20.63;15.33;685;
20;1023;1023;1023;849;1023;27.41;1021.77;-70.67;20.05;26.89;594;
21;1023;1020;1023;849;1023;27.40;1021.82;-71.08;19.44;30.67;685;
22;1022;1022;1023;845;1023;27.33;1021.80;-70.95;18.96;23.11;498;
23;1022;1022;1022;845;1023;27.26;1021.79;-71.28;18.63;23.78;641;
24;1020;1023;1023;848;1023;27.32;1021.80;-70.92;18.79;23.56;685;
25;1023;1023;1023;849;1023;27.37;1021.78;-70.76;18.74;22.67;684;
26;1014;1014;1016;844;1023;27.36;1021.78;-70.82;18.71;24.89;685;
27;1022;1022;1020;848;1023;27.41;1021.79;-70.83;18.94;18.67;442;
28;1018;1018;1018;841;1023;27.42;1021.78;-70.79;19.06;21.78;685;
29;1020;1020;1023;849;1023;27.40;1021.80;-70.94;19.06;15.78;640;
30;1017;1017;1014;844;1023;27.39;1021.78;-70.79;19.05;27.78;685;
31;1014;1017;1017;844;1023;27.33;1021.85;-71.36;18.67;18.67;686;
32;1023;1022;1023;849;1023;27.32;1021.85;-71.38;18.70;15.56;685;
