timestamp;nh3;co;no2;dust;uv;temp;press;hum;alt;ws;wd;
0;972;973;1012;840;1023;23.36;1021.45;-68.01;26.47;4.44;559;
1;1021;1021;1018;847;1023;23.41;1021.46;-68.12;23.17;4.44;559;
2;1021;1021;1021;847;1023;23.42;1021.44;-68.00;22.29;4.00;559;
3;1018;1021;1022;847;1023;23.37;1021.44;-67.95;21.72;6.00;557;
4;1021;1021;1021;847;1023;23.34;1021.42;-67.84;21.50;4.67;309;
5;1022;1021;1018;847;1023;23.29;1021.43;-67.92;21.55;3.11;559;
6;1021;1020;1021;847;1023;23.25;1021.44;-67.95;21.54;8.89;557;
7;1021;1018;1022;847;1023;23.22;1021.42;-67.83;21.35;8.89;636;
8;1018;1021;1019;844;1023;23.20;1021.44;-67.96;21.32;8.89;494;
9;1018;1021;1018;847;1023;23.16;1021.43;-67.86;21.32;8.89;558;
10;1019;1022;1018;848;1023;23.15;1021.45;-68.06;21.32;13.11;557;
11;1021;1022;1019;847;1023;23.11;1021.40;-67.67;21.27;10.44;558;
12;1020;1020;1022;844;1023;23.07;1021.48;-68.28;21.20;10.22;265;
13;1022;1020;1018;847;1023;23.01;1021.45;-68.01;21.00;15.33;308;
14;1022;1021;1022;846;1023;22.95;1021.47;-68.21;20.94;10.22;265;
15;1019;1021;1021;847;1023;22.88;1021.44;-68.01;20.89;8.89;308;
16;1021;1021;1021;844;1023;22.86;1021.44;-67.95;20.76;8.67;265;
17;1023;1019;1023;844;1023;22.84;1021.45;-68.05;20.74;7.56;557;
18;1022;1021;1022;845;1023;22.74;1021.45;-68.08;20.78;8.89;557;
19;1019;1018;1021;844;1023;22.74;1021.47;-68.20;20.91;8.89;557;
20;1021;1019;1016;844;1023;22.70;1021.49;-68.38;20.97;9.78;635;
21;1023;1020;1023;849;1023;22.66;1021.47;-68.24;21.05;8.89;494;
22;1023;1023;1022;848;1023;22.63;1021.49;-68.40;21.11;11.78;558;
23;1023;1023;1022;849;1023;22.55;1021.47;-68.18;21.16;7.33;636;
24;1023;1022;1023;849;1023;22.54;1021.44;-67.96;21.25;8.89;635;
25;1023;1023;1020;849;1023;22.50;1021.49;-68.38;21.31;8.89;635;
26;1023;1020;1023;849;1023;22.46;1021.51;-68.52;21.37;7.56;557;
27;1021;1018;1021;847;1023;22.41;1021.49;-68.39;21.44;7.56;263;
28;1022;1022;1023;848;1023;22.37;1021.50;-68.45;21.46;8.89;556;
29;1023;1021;1019;848;1023;22.30;1021.47;-68.22;21.45;10.44;308;
30;1019;1022;1018;847;1023;22.27;1021.48;-68.29;21.47;11.56;556;
31;1022;1021;1018;847;1023;22.15;1021.51;-68.56;21.39;11.78;308;
32;1022;1020;1022;847;1023;22.12;1021.53;-68.69;21.46;10.22;307;
33;1018;1021;1021;844;1023;22.12;1021.51;-68.57;21.53;7.56;557;
34;1018;1021;1019;844;1023;22.08;1021.56;-68.97;21.59;5.78;308;
35;1022;1020;1018;847;1023;22.06;1021.53;-68.68;21.69;6.00;308;
36;1021;1021;1019;847;1023;21.98;1021.48;-68.32;21.67;4.67;306;
37;1022;1021;1021;845;1023;21.99;1021.49;-68.40;21.77;4.67;308;
38;1021;1022;1022;845;1023;21.95;1021.49;-68.35;21.84;5.78;308;
39;1022;1022;1021;847;1023;21.92;1021.49;-68.36;21.92;3.11;307;
40;1021;1018;1020;847;1023;21.90;1021.48;-68.32;21.99;7.33;306;
41;1021;1018;1019;844;1023;21.85;1021.46;-68.10;21.92;8.89;307;
42;1021;1018;1020;844;1023;21.82;1021.50;-68.47;21.87;6.00;308;
43;1019;1023;1018;848;1023;21.79;1021.51;-68.58;21.81;3.11;308;
44;1020;1016;1020;843;1023;21.78;1021.51;-68.55;21.93;3.11;494;
45;1021;1019;1022;844;1023;21.77;1021.50;-68.43;22.08;3.11;308;
46;1018;1018;1021;844;1023;21.75;1021.47;-68.25;22.17;1.56;307;
47;1022;1021;1021;845;1023;21.74;1021.51;-68.50;22.21;3.11;307;
48;1021;1020;1022;845;1023;21.68;1021.46;-68.11;22.14;6.00;265;
49;1021;1018;1018;844;1023;21.67;1021.44;-67.93;22.06;8.89;307;
50;1021;1018;1019;847;1023;21.65;1021.49;-68.35;21.87;13.11;557;
51;1021;1018;1021;844;1023;21.63;1021.53;-68.69;21.71;10.22;556;
52;1018;1021;1019;844;1023;21.62;1021.52;-68.66;21.74;5.78;264;
53;1023;1023;1023;848;1023;21.60;1021.51;-68.51;21.78;3.11;307;
54;1021;1022;1018;847;1023;21.57;1021.51;-68.54;21.79;7.33;308;
55;1020;1022;1019;844;1023;21.51;1021.47;-68.19;21.81;3.11;307;
56;1022;1023;1023;848;1023;21.49;1021.48;-68.32;21.88;11.78;307;
57;1019;1019;1021;845;1023;21.48;1021.51;-68.58;21.79;4.22;307;
58;1021;1022;1021;847;1023;21.44;1021.48;-68.27;21.80;8.89;307;
59;1021;1023;1018;845;1023;21.44;1021.52;-68.60;21.82;6.00;555;
60;1018;1021;1021;847;1023;21.43;1021.49;-68.35;21.84;5.78;307;
61;1018;1018;1019;847;1023;21.42;1021.48;-68.32;21.86;8.67;554;
62;1021;1019;1020;845;1023;21.40;1021.48;-68.27;21.88;7.33;634;
63;1022;1023;1023;849;1023;21.37;1021.47;-68.25;21.87;4.67;635;
64;1018;1018;1022;847;1023;21.35;1021.47;-68.23;21.97;6.00;493;
65;1023;1019;1022;849;1023;21.31;1021.48;-68.28;22.00;13.11;632;
66;1022;1023;1021;849;1023;21.26;1021.45;-68.09;21.95;7.56;21;
67;1022;1021;1021;847;1023;21.24;1021.46;-68.10;22.01;6.00;634;
68;1023;1023;1023;849;1023;21.26;1021.48;-68.27;22.16;7.56;556;
69;1021;1022;1021;844;1023;21.24;1021.47;-68.21;22.23;10.44;633;
70;1023;1022;1023;849;1023;21.19;1021.46;-68.09;22.15;10.44;305;
71;1019;1020;1020;844;1023;21.20;1021.44;-67.95;22.21;11.78;634;
72;1021;1021;1021;844;1023;21.18;1021.45;-68.08;22.18;8.89;308;
73;1019;1021;1022;847;1023;21.16;1021.46;-68.12;22.16;7.33;305;
74;1021;1020;1018;847;1023;21.11;1021.45;-68.02;22.11;6.00;308;
75;1021;1021;1021;844;1023;21.12;1021.45;-68.04;22.12;2.89;307;
76;1018;1021;1020;847;1023;21.09;1021.45;-68.01;22.10;6.00;307;
77;1021;1019;1018;847;1023;21.08;1021.43;-67.91;22.14;6.00;307;
78;1019;1021;1020;844;1023;21.05;1021.50;-68.14;22.13;3.11;306;
79;1018;1021;1021;848;1023;21.03;1021.49;-68.35;22.18;1.56;307;
