timestamp;nh3;co;no2;dust;uv;temp;press;hum;alt;ws;wd;
0;1007;1008;1012;825;1023;28.85;1021.50;-68.49;31.27;2.67;638;
1;1020;1019;1018;848;1023;28.97;1021.47;-68.22;21.52;2.89;639;
2;1021;1021;1021;848;1023;29.00;1021.47;-68.18;20.61;4.67;684;
3;1019;1023;1023;849;1023;29.03;1021.44;-67.96;20.37;9.11;639;
4;1023;1023;1023;849;1023;29.07;1021.45;-68.04;20.05;6.00;441;
5;1023;1023;1022;849;1023;29.11;1021.46;-68.11;20.05;6.00;559;
6;1019;1019;1022;845;1023;29.15;1021.48;-68.33;20.05;4.44;561;
7;1021;1018;1021;844;1023;29.17;1021.46;-68.10;19.73;5.78;498;
8;1023;1023;1023;849;1023;29.21;1021.45;-68.06;19.82;6.00;639;
9;1019;1020;1023;849;1023;29.25;1021.46;-68.17;19.63;4.67;638;
10;1022;1023;1023;849;1023;29.27;1021.49;-68.37;19.60;6.89;639;
11;1019;1020;1019;849;1023;29.30;1021.44;-67.94;19.50;6.00;639;
12;1021;1021;1022;847;1023;29.34;1021.43;-67.86;19.30;7.33;561;
13;1021;1022;1021;846;1023;29.38;1021.43;-67.85;19.24;8.00;559;
14;1022;1021;1022;847;1023;29.40;1021.41;-67.70;19.10;3.33;639;
15;1021;1023;1023;846;1023;29.46;1021.39;-67.53;18.91;3.33;639;
16;1019;1020;1023;848;1023;29.52;1021.40;-67.62;18.92;3.11;638;
17;1019;1023;1023;848;1023;29.57;1021.42;-67.77;19.08;1.56;684;
18;1021;1022;1023;848;1023;29.60;1021.36;-67.34;19.02;1.56;683;
19;1014;1014;1014;844;1023;29.64;1021.38;-67.46;18.94;5.11;174;
20;1018;1018;1017;844;1023;29.66;1021.41;-67.68;19.19;4.00;141;
21;1022;1020;1020;849;1023;29.71;1021.40;-67.66;18.97;3.11;175;
22;1023;1023;1023;848;1023;29.74;1021.41;-67.72;19.22;5.56;682;
23;1019;1021;1023;849;1023;29.79;1021.42;-67.83;19.10;3.11;639;
24;1020;1023;1022;845;1023;29.84;1021.39;-67.57;18.52;3.11;638;
25;1023;1023;1023;849;1023;29.90;1021.42;-67.77;19.02;1.56;440;
26;1021;1023;1023;849;1023;29.94;1021.41;-67.76;18.93;3.11;440;
27;1014;1016;1018;841;1023;30.00;1021.40;-67.60;19.48;5.56;441;
28;1016;1014;1016;843;1023;30.06;1021.44;-67.95;19.25;4.67;440;
29;1018;1018;1016;844;1023;30.11;1021.43;-67.89;19.63;4.67;560;
30;1022;1022;1023;848;1023;30.15;1021.44;-67.99;19.71;8.67;638;
31;1019;1023;1023;849;1023;30.19;1021.43;-67.88;19.37;16.22;561;
32;1021;1022;1022;847;1023;30.21;1021.41;-67.74;18.73;13.33;560;
33;1018;1021;1021;847;1023;30.25;1021.43;-67.84;18.14;8.89;559;
34;1022;1020;1018;847;1023;30.31;1021.40;-67.67;17.90;6.22;637;
35;1021;1018;1021;844;1023;30.40;1021.42;-67.80;17.88;4.67;559;
36;1021;1022;1020;847;1023;30.47;1021.43;-67.85;18.05;2.89;637;
37;1019;1022;1020;849;1023;30.53;1021.43;-67.85;17.61;3.11;638;
38;1022;1023;1023;849;1023;30.56;1021.42;-67.83;17.05;2.89;637;
39;1019;1020;1023;848;1023;30.63;1021.42;-67.82;18.07;2.89;560;
40;1021;1021;1021;845;1023;30.61;1021.40;-67.66;17.51;11.33;560;
41;1019;1018;1021;848;1023;30.71;1021.44;-67.98;17.69;8.67;560;
42;1021;1021;1022;847;1023;30.75;1021.42;-67.78;17.68;7.56;560;
43;1019;1018;1020;843;1023;30.81;1021.43;-67.87;17.37;8.89;496;
44;1018;1016;1020;846;1023;30.86;1021.39;-67.52;17.41;6.00;636;
45;1021;1019;1021;847;1023;30.91;1021.36;-67.30;17.43;6.22;560;
46;1020;1018;1021;845;1023;30.97;1021.37;-67.36;17.07;6.22;682;
47;1018;1016;1018;843;1023;31.04;1021.32;-66.96;17.02;4.44;20;
48;1023;1023;1023;848;1023;31.09;1021.37;-67.42;17.40;4.44;438;
49;1023;1020;1023;849;1023;31.15;1021.37;-67.41;16.86;3.11;682;
50;1022;1020;1022;849;1023;31.20;1021.37;-67.36;17.39;1.56;560;
51;1022;1023;1023;845;1023;31.25;1021.35;-67.22;17.99;1.78;637;
52;1023;1023;1022;849;1023;31.31;1021.37;-67.40;17.63;1.56;681;
53;1014;1015;1017;844;1023;31.35;1021.38;-67.45;17.89;5.56;440;
54;1023;1023;1023;848;1023;31.39;1021.39;-67.52;18.25;4.22;681;
55;1023;1023;1023;849;1023;31.43;1021.35;-67.24;18.36;4.22;682;
56;1017;1018;1015;843;1023;31.46;1021.34;-67.14;18.54;4.22;682;
57;1020;1023;1023;846;1023;31.50;1021.34;-67.17;18.18;8.22;174;
58;1022;1023;1022;847;1023;31.51;1021.34;-67.11;17.70;5.56;173;
59;1018;1022;1021;844;1023;31.55;1021.36;-67.34;17.43;7.11;637;
60;1023;1023;1023;849;1023;31.56;1021.34;-67.16;17.07;5.78;310;
61;1023;1023;1022;849;1023;31.60;1021.34;-67.15;16.47;4.22;681;
62;1022;1023;1023;849;1023;31.65;1021.34;-67.13;16.78;4.22;439;
63;1017;1016;1017;844;1023;31.69;1021.36;-67.29;17.05;4.22;440;
64;1021;1023;1022;849;1023;31.75;1021.35;-67.25;17.07;4.22;496;
65;1023;1023;1020;848;1023;31.81;1021.35;-67.20;16.81;4.22;637;
66;1022;1023;1023;848;1023;31.87;1021.37;-67.37;16.91;2.44;636;
67;1023;1022;1023;849;1023;31.92;1021.37;-67.36;17.56;1.33;637;
68;1019;1022;1023;846;1023;31.97;1021.39;-67.56;17.84;2.44;637;
69;1019;1021;1023;849;1023;32.06;1021.37;-67.43;17.14;1.11;637;
70;1020;1022;1023;848;1023;32.13;1021.34;-67.17;17.40;1.56;636;
71;1022;1018;1018;847;1023;32.16;1021.35;-67.24;17.75;4.44;560;
72;1023;1023;1023;849;1023;32.24;1021.34;-67.16;17.26;2.89;637;
73;1020;1023;1018;847;1023;32.24;1021.32;-66.98;16.96;10.89;636;
74;1023;1023;1023;849;1023;32.14;1021.33;-67.02;16.17;16.89;634;
75;1023;1023;1023;845;1023;32.23;1021.29;-66.73;16.37;18.44;636;
76;1020;1023;1019;848;1023;32.08;1021.30;-66.80;15.70;22.89;636;
77;1023;1023;1022;849;1023;32.24;1021.31;-66.92;16.11;13.56;637;
78;1020;1023;1022;847;1023;32.25;1021.30;-66.78;15.78;12.44;636;
79;1021;1022;1019;848;1023;32.34;1021.28;-66.69;16.31;15.11;559;
80;1018;1021;1019;848;1023;32.30;1021.30;-66.81;15.84;20.22;559;
81;1021;1021;1021;847;1023;32.34;1021.30;-66.81;15.81;16.89;493;
82;1018;1020;1020;846;1023;32.40;1021.30;-66.57;15.86;10.67;415;
83;1019;1022;1023;849;1023;32.42;1021.30;-66.77;15.75;18.67;681;
84;1023;1022;1023;849;1023;32.35;1021.30;-66.84;15.69;21.33;636;
85;1023;1023;1023;849;1023;32.33;1021.26;-66.45;15.57;23.56;680;
86;1022;1019;1022;844;1023;32.32;1021.26;-66.50;15.58;22.67;495;
87;1023;1023;1023;848;1023;32.31;1021.31;-66.87;15.56;18.67;636;
88;1021;1021;1018;845;1023;32.33;1021.27;-66.55;15.57;18.44;559;
89;1019;1023;1023;849;1023;32.35;1021.28;-66.65;15.27;15.56;558;
90;1021;1022;1018;847;1023;32.38;1021.30;-66.80;15.28;13.11;635;
91;1023;1023;1019;849;1023;32.32;1021.30;-66.84;15.19;17.33;495;
92;1022;1018;1022;848;1023;32.36;1021.30;-66.82;15.28;14.22;559;
93;1019;1019;1019;848;1023;32.38;1021.31;-66.91;15.29;11.56;559;
94;1022;1019;1023;849;1023;32.39;1021.31;-66.86;15.29;8.89;559;
95;1022;1020;1022;848;1023;32.38;1021.29;-66.72;15.30;16.22;559;
96;1021;1021;1020;847;1023;32.38;1021.28;-66.68;15.28;14.44;558;
97;1023;1022;1023;849;1023;32.34;1021.23;-66.26;15.09;11.78;495;
98;1018;1021;1018;845;1023;32.34;1021.25;-66.44;14.97;13.11;636;
99;1021;1022;1018;845;1023;32.35;1021.25;-66.37;15.05;20.67;558;
100;1019;1023;1023;845;1023;32.32;1021.25;-66.43;15.02;16.00;636;
