timestamp;nh3;co;no2;dust;uv;temp;press;hum;alt;ws;wd;
0;1012;1013;1011;509;1023;20.81;1021.55;-68.87;24.14;1.56;438;
1;1017;1017;1014;844;1023;20.93;1021.59;-69.24;24.33;3.11;438;
2;1023;1022;1023;846;1023;20.97;1021.63;-69.52;24.32;8.22;141;
3;1022;1023;1021;849;1023;20.98;1021.58;-69.16;24.27;7.11;171;
4;1023;1019;1023;849;1023;20.98;1021.58;-69.16;24.07;8.44;437;
5;1018;1015;1017;841;1023;20.99;1021.60;-69.25;24.23;8.89;438;
6;1019;1014;1016;841;1023;20.99;1021.60;-69.28;24.07;4.22;437;
7;1016;1019;1017;844;1023;20.99;1021.59;-69.17;23.84;2.89;438;
8;1014;1014;1016;844;1023;21.00;1021.59;-69.19;23.86;1.56;437;
9;1019;1016;1014;845;1023;21.00;1021.55;-68.88;23.98;0.22;437;
10;1016;1017;1016;841;1023;21.00;1021.58;-69.14;23.71;1.56;437;
11;1015;1014;1018;844;1023;21.01;1021.60;-69.25;24.13;2.89;437;
12;1019;1016;1019;844;1023;21.00;1021.58;-69.11;24.16;4.67;437;
13;1023;1023;1022;845;1023;21.00;1021.58;-69.13;24.15;11.56;411;
14;1016;1018;1017;841;1023;20.99;1021.57;-69.06;24.01;8.89;437;
15;1017;1016;1014;844;1023;21.00;1021.59;-69.24;24.05;8.89;438;
16;1014;1017;1014;841;1023;20.99;1021.61;-69.40;23.80;7.33;436;
17;1018;1018;1018;844;1023;20.97;1021.58;-69.11;23.45;6.00;437;
18;1018;1017;1017;844;1023;20.98;1021.58;-69.13;23.65;3.11;437;
19;1018;1019;1016;841;1023;20.96;1021.55;-68.88;23.57;10.22;437;
20;1023;1023;1022;845;1023;20.95;1021.59;-69.17;23.44;13.11;437;
21;1021;1020;1022;849;1023;20.91;1021.60;-69.28;23.30;11.78;435;
22;1019;1017;1017;842;1023;20.94;1021.58;-69.11;23.45;7.56;437;
23;1017;1018;1017;844;1023;20.93;1021.59;-69.18;23.44;7.11;438;
24;1023;1023;1023;848;1023;20.88;1021.56;-68.95;23.17;16.00;677;
25;1023;1022;1023;849;1023;20.85;1021.61;-69.38;23.00;11.78;437;
26;1018;1018;1016;841;1023;20.83;1021.60;-69.25;22.91;7.56;436;
27;1016;1019;1014;842;1023;20.81;1021.62;-69.45;22.78;6.00;437;
28;1017;1017;1017;841;1023;20.83;1021.61;-69.38;22.90;3.11;435;
29;1022;1023;1023;848;1023;20.83;1021.57;-69.03;23.00;1.56;173;
30;1023;1023;1023;849;1023;20.83;1021.59;-69.20;23.21;1.56;172;
31;1023;1023;1023;847;1023;20.82;1021.57;-69.03;23.14;0.00;171;
32;1023;1020;1023;849;1023;20.81;1021.59;-69.18;23.16;2.89;173;
33;1020;1023;1021;849;1023;20.80;1021.57;-69.05;22.92;4.44;174;
34;1022;1022;1023;849;1023;20.81;1021.61;-69.40;23.37;3.11;172;
35;1019;1023;1021;849;1023;20.80;1021.58;-69.10;23.18;1.78;173;
36;1020;1020;1021;849;1023;20.81;1021.60;-69.25;23.49;1.78;172;
37;1023;1020;1023;849;1023;20.81;1021.58;-69.12;23.37;1.33;172;
38;1023;1022;1023;849;1023;20.81;1021.59;-69.21;23.33;1.56;172;
39;1023;1023;1023;849;1023;20.80;1021.59;-69.17;23.28;0.00;173;
40;1017;1016;1014;844;1023;20.81;1021.58;-69.16;23.43;2.89;437;
41;1017;1018;1017;844;1023;20.82;1021.61;-69.39;23.57;4.44;436;
42;1017;1017;1018;844;1023;20.81;1021.60;-69.29;23.31;4.67;436;
43;1019;1016;1018;844;1023;20.82;1021.55;-68.89;23.51;1.56;436;
44;1017;1018;1017;844;1023;20.82;1021.57;-69.03;23.55;4.67;436;
45;1017;1016;1017;844;1023;20.82;1021.58;-69.13;23.40;7.56;436;
46;1014;1016;1019;844;1023;20.83;1021.55;-68.91;23.75;7.33;437;
