timestamp;nh3;co;no2;dust;uv;temp;press;hum;alt;ws;wd;
0;1013;1013;1010;840;1023;31.13;1021.27;-66.55;18.30;7.78;266;
1;1019;1022;1020;849;1023;31.20;1021.28;-66.65;17.92;6.44;94;
2;1023;1022;1021;849;1023;31.14;1021.25;-66.36;17.20;4.89;92;
3;1023;1020;1023;846;1023;31.10;1021.26;-66.47;17.00;4.89;47;
4;1023;1022;1023;848;1023;31.01;1021.25;-66.43;16.89;3.33;93;
5;1023;1022;1020;849;1023;31.01;1021.29;-66.69;17.43;4.89;559;
6;1020;1023;1023;849;1023;30.96;1021.25;-66.39;17.65;6.22;174;
7;1023;1022;1020;849;1023;30.92;1021.23;-66.26;17.73;6.67;93;
8;1023;1023;1023;849;1023;30.86;1021.24;-66.35;17.38;2.89;93;
9;1020;1023;1022;849;1023;30.81;1021.23;-66.20;17.76;3.33;93;
10;1023;1023;1023;849;1023;30.77;1021.24;-66.34;18.01;4.22;93;
11;1023;1022;1023;849;1023;30.71;1021.25;-66.41;18.01;2.89;93;
12;1023;1023;1022;848;1023;30.58;1021.27;-66.57;16.54;4.44;93;
13;1023;1023;1023;849;1023;30.44;1021.28;-66.61;16.21;5.56;93;
14;1020;1023;1023;849;1023;30.48;1021.26;-66.44;17.01;4.67;93;
15;1023;1023;1023;849;1023;30.44;1021.27;-66.58;17.24;4.89;94;
16;1023;1022;1023;846;1023;30.40;1021.28;-66.65;17.60;3.11;94;
17;1020;1021;1022;847;1023;30.32;1021.28;-66.62;17.65;6.67;93;
18;1018;1022;1018;847;1023;29.99;1021.24;-66.29;16.46;13.33;309;
19;1023;1023;1023;849;1023;30.14;1021.28;-66.68;17.62;7.56;175;
20;1023;1022;1023;849;1023;30.09;1021.28;-66.66;17.46;6.44;20;
21;1023;1022;1023;846;1023;30.06;1021.27;-66.52;17.76;5.33;93;
22;1022;1023;1023;848;1023;29.98;1021.24;-66.29;17.51;5.33;307;
23;1022;1023;1023;849;1023;29.93;1021.26;-66.45;17.83;7.56;681;
24;1018;1016;1016;841;1023;29.84;1021.24;-66.30;17.35;6.89;48;
25;1023;1023;1023;846;1023;29.78;1021.26;-66.47;17.44;4.22;93;
26;1023;1020;1023;848;1023;29.72;1021.24;-66.34;17.43;2.67;91;
27;1023;1020;1023;848;1023;29.58;1021.21;-66.07;17.04;2.67;93;
28;1022;1023;1022;849;1023;29.52;1021.22;-66.17;16.98;2.67;22;
29;1022;1023;1023;849;1023;29.50;1021.25;-66.43;17.82;6.22;557;
30;1023;1023;1023;848;1023;29.45;1021.24;-66.29;17.86;5.56;636;
31;1023;1020;1023;849;1023;29.39;1021.22;-66.13;17.81;3.78;637;
32;1020;1018;1022;848;1023;29.31;1021.24;-66.30;17.52;5.11;174;
33;1023;1023;1023;849;1023;29.24;1021.24;-66.30;17.63;3.78;174;
34;1022;1022;1021;849;1023;29.18;1021.25;-66.38;17.58;2.67;172;
35;1023;1023;1023;846;1023;29.13;1021.24;-66.28;17.65;1.56;93;
36;1023;1022;1022;846;1023;29.08;1021.26;-66.49;17.99;3.78;93;
37;1019;1020;1021;847;1023;29.02;1021.22;-66.17;18.04;7.56;308;
38;1018;1022;1021;848;1023;28.97;1021.23;-66.26;17.84;3.78;558;
39;1021;1021;1022;847;1023;28.92;1021.23;-66.23;17.74;3.78;559;
40;1022;1021;1019;847;1023;28.84;1021.23;-66.27;17.42;4.00;174;
41;1023;1020;1023;847;1023;28.81;1021.23;-66.21;17.85;6.89;559;
42;1018;1022;1021;847;1023;28.67;1021.31;-66.91;17.34;10.67;558;
43;1021;1018;1021;847;1023;28.66;1021.29;-66.76;17.47;7.78;13;
44;1019;1021;1018;847;1023;28.48;1021.32;-66.93;17.33;12.00;308;
45;1021;1019;1022;849;1023;28.48;1021.33;-67.03;17.43;8.22;21;
46;1022;1023;1020;849;1023;28.40;1021.31;-66.89;17.26;4.22;21;
